trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
196,False,"{'a': 0.25, 'e': 0.140858420921045}",20,14,-1.6992394298497226,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.25, 'e': 0.13945685621505094}",20,12,17.41623010637304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.25, 'e': 0.13806923731089282}",20,3,11.481895117125816,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.25, 'e': 0.13669542544552385}",30,13,6.9327829768280305,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.25, 'e': 0.1353352832366127}",20,6,13.386534012177796,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.25, 'e': 0.13398867466880493}",30,22,11.7674737111466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.13265546508012172}",25,0,15.87807190697861,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
203,False,"{'a': 0.25, 'e': 0.13133552114849303}",20,16,10.73544536093885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.13002871087842591}",35,25,19.605064000131392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.25, 'e': 0.12873490358780423}",30,10,-21.26317429555518,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.25, 'e': 0.12745396989482075}",30,0,-10.446227976847858,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.25, 'e': 0.12618578170503877}",30,20,5.174897969405522,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.25, 'e': 0.12493021219858241}",20,13,13.460630614861222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
